1773577570.659209 server started (43165): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1773577570.659259 on Linux 6.19.7-200.fc43.x86_64 #1 SMP PREEMPT_DYNAMIC Thu Mar 12 15:50:03 UTC 2026
1773577570.659295 using libevent 2.1.12-stable poll
1773577570.659313 using ncurses 6.5 20250614
1773577570.664463 yylex_token: end at WS
1773577570.664473 yylex_token: %%
1773577570.664484 cmd_parse_build_commands 0:0: bind
1773577570.664495 cmd_parse_build_commands 0:1: -N
1773577570.664505 cmd_parse_build_commands 0:2: Rename current session
1773577570.664516 cmd_parse_build_commands 0:3: $
1773577570.664526 cmd_parse_build_commands 0:4 0:0: command-prompt
1773577570.664537 cmd_parse_build_commands 0:4 0:1: -I#S
1773577570.664547 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1773577570.664558 cmd_parse_build_commands 0:4 0:2 0:1: --
1773577570.664569 cmd_parse_build_commands 0:4 0:2 0:2: %%
1773577570.664580 cmd_parse_build_commands 0:0: command-prompt
1773577570.664590 cmd_parse_build_commands 0:1: -I#S
1773577570.664602 cmd_parse_build_commands 0:2 0:0: rename-session
1773577570.664612 cmd_parse_build_commands 0:2 0:1: --
1773577570.664622 cmd_parse_build_commands 0:2 0:2: %%
1773577570.664634 cmd_parse_build_commands 0:0: rename-session
1773577570.664644 cmd_parse_build_commands 0:1: --
1773577570.664654 cmd_parse_build_commands 0:2: %%
1773577570.664667 args_parse_flags: next --
1773577570.664677 args_parse: flags end at 2 of 3
1773577570.664687 args_parse: 2 = %% (type STRING)
1773577570.664699 cmd_parse_build_commands: rename-session "%%"
1773577570.664710 args_parse_flags: next -I#S
1773577570.664720 args_parse_flag_argument: -I = #S
1773577570.664730 args_parse: flags end at 2 of 3
1773577570.664741 args_parse: 2 = rename-session "%%" (type COMMANDS)
1773577570.664754 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1773577570.664764 args_parse_flags: next -N
1773577570.664776 args_parse_flag_argument: -N = Rename current session
1773577570.664787 args_parse_flags: next $
1773577570.664797 args_parse: flags end at 3 of 5
1773577570.664807 args_parse: 3 = $ (type STRING)
1773577570.664820 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1773577570.664835 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1773577570.664847 cmdq_get_command: [bind-key/0x5650cf05dda0] group 58
1773577570.664858 cmdq_append <global>: [bind-key/0x5650cf05dda0]
1773577570.664896 yylex_token: end at WS
1773577570.664908 yylex_token: bind
1773577570.664918 yylex_token: end at WS
1773577570.664935 yylex_token: -N
1773577570.664950 yylex_token: end at WS
1773577570.664961 yylex_token: Split window horizontally
1773577570.664972 yylex_get_word: %
1773577570.664982 yylex_token: end at WS
1773577570.664992 yylex_token: split-window
1773577570.665003 yylex_token: end at WS
1773577570.665013 yylex_token: -h
1773577570.665050 cmd_parse_build_commands 0:0: bind
1773577570.665062 cmd_parse_build_commands 0:1: -N
1773577570.665073 cmd_parse_build_commands 0:2: Split window horizontally
1773577570.665083 cmd_parse_build_commands 0:3: %
1773577570.665094 cmd_parse_build_commands 0:4 0:0: split-window
1773577570.665117 cmd_parse_build_commands 0:4 0:1: -h
1773577570.665129 cmd_parse_build_commands 0:0: split-window
1773577570.665139 cmd_parse_build_commands 0:1: -h
1773577570.665153 args_parse_flags: next -h
1773577570.665236 args_parse_flags: -h
1773577570.665253 args_parse: flags end at 2 of 2
1773577570.665266 cmd_parse_build_commands: split-window -h
1773577570.665278 args_parse_flags: next -N
1773577570.665289 args_parse_flag_argument: -N = Split window horizontally
1773577570.665299 args_parse_flags: next %
1773577570.665310 args_parse: flags end at 3 of 5
1773577570.665321 args_parse: 3 = % (type STRING)
1773577570.665334 args_parse: 4 = split-window -h (type COMMANDS)
1773577570.665350 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1773577570.665362 cmdq_get_command: [bind-key/0x5650cf05d230] group 70
1773577570.665373 cmdq_append <global>: [bind-key/0x5650cf05d230]
1773577570.665385 yylex_token: end at WS
1773577570.665396 yylex_token: bind
1773577570.665406 yylex_token: end at WS
1773577570.665416 yylex_token: -N
1773577570.665427 yylex_token: end at WS
1773577570.665438 yylex_token: Kill current window
1773577570.665447 yylex_token: end at WS
1773577570.665458 yylex_token: &
1773577570.665468 yylex_token: end at WS
1773577570.665478 yylex_token: confirm-before
1773577570.665489 yylex_token: end at WS
1773577570.665500 yylex_token: -pkill-window #W? (y/n)
1773577570.665511 yylex_token: end at WS
1773577570.665521 yylex_token: kill-window
1773577570.665534 cmd_parse_build_commands 0:0: bind
1773577570.665544 cmd_parse_build_commands 0:1: -N
1773577570.665555 cmd_parse_build_commands 0:2: Kill current window
1773577570.665565 cmd_parse_build_commands 0:3: &
1773577570.665576 cmd_parse_build_commands 0:4 0:0: confirm-before
1773577570.665587 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1773577570.665596 cmd_parse_build_commands 0:4 0:2: kill-window
1773577570.665614 cmd_parse_build_commands 0:0: confirm-before
1773577570.665629 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1773577570.665645 cmd_parse_build_commands 0:2: kill-window
1773577570.665663 args_parse_flags: next -pkill-window #W? (y/n)
1773577570.665679 args_parse_flag_argument: -p = kill-window #W? (y/n)
1773577570.665696 args_parse_flags: next kill-window
1773577570.665711 args_parse: flags end at 2 of 3
1773577570.665727 args_parse: 2 = kill-window (type STRING)
1773577570.665749 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1773577570.665764 args_parse_flags: next -N
1773577570.665780 args_parse_flag_argument: -N = Kill current window
1773577570.665795 args_parse_flags: next &
1773577570.665811 args_parse: flags end at 3 of 5
1773577570.665826 args_parse: 3 = & (type STRING)
1773577570.665848 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1773577570.665872 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1773577570.665891 cmdq_get_command: [bind-key/0x5650cf05df20] group 78
1773577570.665907 cmdq_append <global>: [bind-key/0x5650cf05df20]
1773577570.665925 yylex_token: end at WS
1773577570.665939 yylex_token: bind
1773577570.665955 yylex_token: end at WS
1773577570.665970 yylex_token: -N
1773577570.665987 yylex_token: end at WS
1773577570.666002 yylex_token: Prompt for window index to select
1773577570.666018 yylex_token: end at WS
1773577570.666056 yylex_token: '
1773577570.666081 yylex_token: end at WS
1773577570.666098 yylex_token: command-prompt
1773577570.666133 yylex_token: end at WS
1773577570.666148 yylex_token: -T
1773577570.666164 yylex_token: end at WS
1773577570.666179 yylex_token: window-target
1773577570.666194 yylex_token: end at WS
1773577570.666208 yylex_token: -pindex
1773577570.666226 yylex_token: end at WS
1773577570.666241 yylex_token: select-window
1773577570.666256 yylex_token: end at WS
1773577570.666271 yylex_token: -t
1773577570.666286 yylex_token: end at WS
1773577570.666301 yylex_token: :%%
1773577570.666321 cmd_parse_build_commands 0:0: bind
1773577570.666336 cmd_parse_build_commands 0:1: -N
1773577570.666353 cmd_parse_build_commands 0:2: Prompt for window index to select
1773577570.666368 cmd_parse_build_commands 0:3: '
1773577570.666384 cmd_parse_build_commands 0:4 0:0: command-prompt
1773577570.666399 cmd_parse_build_commands 0:4 0:1: -T
1773577570.666415 cmd_parse_build_commands 0:4 0:2: window-target
1773577570.666431 cmd_parse_build_commands 0:4 0:3: -pindex
1773577570.666447 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1773577570.666463 cmd_parse_build_commands 0:4 0:4 0:1: -t
1773577570.666479 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1773577570.666497 cmd_parse_build_commands 0:0: command-prompt
1773577570.666513 cmd_parse_build_commands 0:1: -T
1773577570.666529 cmd_parse_build_commands 0:2: window-target
1773577570.666545 cmd_parse_build_commands 0:3: -pindex
1773577570.666561 cmd_parse_build_commands 0:4 0:0: select-window
1773577570.666582 cmd_parse_build_commands 0:4 0:1: -t
1773577570.666603 cmd_parse_build_commands 0:4 0:2: :%%
1773577570.666627 cmd_parse_build_commands 0:0: select-window
1773577570.666647 cmd_parse_build_commands 0:1: -t
1773577570.666663 cmd_parse_build_commands 0:2: :%%
1773577570.666682 args_parse_flags: next -t
1773577570.666698 args_parse_flag_argument: -t = :%%
1773577570.666714 args_parse: flags end at 3 of 3
1773577570.666734 cmd_parse_build_commands: select-window -t ":%%"
1773577570.666751 args_parse_flags: next -T
1773577570.666767 args_parse_flag_argument: -T = window-target
1773577570.666781 args_parse_flags: next -pindex
1773577570.666791 args_parse_flag_argument: -p = index
1773577570.666801 args_parse: flags end at 4 of 5
1773577570.666813 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1773577570.666828 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1773577570.666838 args_parse_flags: next -N
1773577570.666849 args_parse_flag_argument: -N = Prompt for window index to select
1773577570.666859 args_parse_flags: next '
1773577570.666869 args_parse: flags end at 3 of 5
1773577570.666879 args_parse: 3 = ' (type STRING)
1773577570.666894 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1773577570.666912 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1773577570.666924 cmdq_get_command: [bind-key/0x5650cf060bb0] group 86
1773577570.666935 cmdq_append <global>: [bind-key/0x5650cf060bb0]
1773577570.666946 yylex_token: end at WS
1773577570.666956 yylex_token: bind
1773577570.666966 yylex_token: end at WS
1773577570.666976 yylex_token: -N
1773577570.666986 yylex_token: end at WS
1773577570.666996 yylex_token: Switch to previous client
1773577570.667006 yylex_token: end at WS
1773577570.667016 yylex_token: (
1773577570.667027 yylex_token: end at WS
1773577570.667037 yylex_token: switch-client
1773577570.667047 yylex_token: end at WS
1773577570.667057 yylex_token: -p
1773577570.667070 cmd_parse_build_commands 0:0: bind
1773577570.667080 cmd_parse_build_commands 0:1: -N
1773577570.667091 cmd_parse_build_commands 0:2: Switch to previous client
1773577570.667101 cmd_parse_build_commands 0:3: (
1773577570.667123 cmd_parse_build_commands 0:4 0:0: switch-client
1773577570.667132 cmd_parse_build_commands 0:4 0:1: -p
1773577570.667145 cmd_parse_build_commands 0:0: switch-client
1773577570.667154 cmd_parse_build_commands 0:1: -p
1773577570.667181 args_parse_flags: next -p
1773577570.667196 args_parse_flags: -p
1773577570.667206 args_parse: flags end at 2 of 2
1773577570.667218 cmd_parse_build_commands: switch-client -p
1773577570.667228 args_parse_flags: next -N
1773577570.667241 args_parse_flag_argument: -N = Switch to previous client
1773577570.667252 args_parse_flags: next (
1773577570.667263 args_parse: flags end at 3 of 5
1773577570.667273 args_parse: 3 = ( (type STRING)
1773577570.667285 args_parse: 4 = switch-client -p (type COMMANDS)
1773577570.667300 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1773577570.667311 cmdq_get_command: [bind-key/0x5650cf0611b0] group 98
1773577570.667322 cmdq_append <global>: [bind-key/0x5650cf0611b0]
1773577570.667333 yylex_token: end at WS
1773577570.667343 yylex_token: bind
1773577570.667353 yylex_token: end at WS
1773577570.667363 yylex_token: -N
1773577570.667373 yylex_token: end at WS
1773577570.667384 yylex_token: Switch to next client
1773577570.667394 yylex_token: end at WS
1773577570.667404 yylex_token: )
1773577570.667414 yylex_token: end at WS
1773577570.667424 yylex_token: switch-client
1773577570.667434 yylex_token: end at WS
1773577570.667445 yylex_token: -n
1773577570.667457 cmd_parse_build_commands 0:0: bind
1773577570.667467 cmd_parse_build_commands 0:1: -N
1773577570.667477 cmd_parse_build_commands 0:2: Switch to next client
1773577570.667488 cmd_parse_build_commands 0:3: )
1773577570.667498 cmd_parse_build_commands 0:4 0:0: switch-client
1773577570.667509 cmd_parse_build_commands 0:4 0:1: -n
1773577570.667520 cmd_parse_build_commands 0:0: switch-client
1773577570.667530 cmd_parse_build_commands 0:1: -n
1773577570.667543 args_parse_flags: next -n
1773577570.667553 args_parse_flags: -n
1773577570.667563 args_parse: flags end at 2 of 2
1773577570.667574 cmd_parse_build_commands: switch-client -n
1773577570.667584 args_parse_flags: next -N
1773577570.667595 args_parse_flag_argument: -N = Switch to next client
1773577570.667605 args_parse_flags: next )
1773577570.667617 args_parse: flags end at 3 of 5
1773577570.667627 args_parse: 3 = ) (type STRING)
1773577570.667638 args_parse: 4 = switch-client -n (type COMMANDS)
1773577570.667652 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1773577570.667664 cmdq_get_command: [bind-key/0x5650cf061420] group 106
1773577570.667674 cmdq_append <global>: [bind-key/0x5650cf061420]
1773577570.667691 yylex_token: end at WS
1773577570.667701 yylex_token: bind
1773577570.667711 yylex_token: end at WS
1773577570.667721 yylex_token: -N
1773577570.667732 yylex_token: end at WS
1773577570.667742 yylex_token: Rename current window
1773577570.667752 yylex_token: end at WS
1773577570.667762 yylex_token: ,
1773577570.667773 yylex_token: end at WS
1773577570.667783 yylex_token: command-prompt
1773577570.667793 yylex_token: end at WS
1773577570.667804 yylex_token: -I#W
1773577570.667814 yylex_token: end at WS
1773577570.667824 yylex_token: rename-window
1773577570.667834 yylex_token: end at WS
1773577570.667844 yylex_token: --
1773577570.667854 yylex_token: end at WS
1773577570.667864 yylex_token: %%
1773577570.667876 cmd_parse_build_commands 0:0: bind
1773577570.667886 cmd_parse_build_commands 0:1: -N
1773577570.667897 cmd_parse_build_commands 0:2: Rename current window
1773577570.667907 cmd_parse_build_commands 0:3: ,
1773577570.667917 cmd_parse_build_commands 0:4 0:0: command-prompt
1773577570.667928 cmd_parse_build_commands 0:4 0:1: -I#W
1773577570.667939 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1773577570.667949 cmd_parse_build_commands 0:4 0:2 0:1: --
1773577570.667959 cmd_parse_build_commands 0:4 0:2 0:2: %%
1773577570.667971 cmd_parse_build_commands 0:0: command-prompt
1773577570.667982 cmd_parse_build_commands 0:1: -I#W
1773577570.667993 cmd_parse_build_commands 0:2 0:0: rename-window
1773577570.668004 cmd_parse_build_commands 0:2 0:1: --
1773577570.668014 cmd_parse_build_commands 0:2 0:2: %%
1773577570.668025 cmd_parse_build_commands 0:0: rename-window
1773577570.668042 cmd_parse_build_commands 0:1: --
1773577570.668055 cmd_parse_build_commands 0:2: %%
1773577570.668067 args_parse_flags: next --
1773577570.668077 args_parse: flags end at 2 of 3
1773577570.668088 args_parse: 2 = %% (type STRING)
1773577570.668099 cmd_parse_build_commands: rename-window "%%"
1773577570.668129 args_parse_flags: next -I#W
1773577570.668139 args_parse_flag_argument: -I = #W
1773577570.668149 args_parse: flags end at 2 of 3
1773577570.668161 args_parse: 2 = rename-window "%%" (type COMMANDS)
1773577570.668177 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1773577570.668188 args_parse_flags: next -N
1773577570.668200 args_parse_flag_argument: -N = Rename current window
1773577570.668211 args_parse_flags: next ,
1773577570.668222 args_parse: flags end at 3 of 5
1773577570.668231 args_parse: 3 = , (type STRING)
1773577570.668245 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1773577570.668261 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1773577570.668273 cmdq_get_command: [bind-key/0x5650cf0619a0] group 114
1773577570.668283 cmdq_append <global>: [bind-key/0x5650cf0619a0]
1773577570.668295 yylex_token: end at WS
1773577570.668304 yylex_token: bind
1773577570.668314 yylex_token: end at WS
1773577570.668324 yylex_token: -N
1773577570.668335 yylex_token: end at WS
1773577570.668346 yylex_token: Delete the most recent paste buffer
1773577570.668356 yylex_token: end at WS
1773577570.668365 yylex_token: -
1773577570.668377 yylex_token: end at WS
1773577570.668387 yylex_token: delete-buffer
1773577570.668398 cmd_parse_build_commands 0:0: bind
1773577570.668408 cmd_parse_build_commands 0:1: -N
1773577570.668420 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1773577570.668430 cmd_parse_build_commands 0:3: -
1773577570.668441 cmd_parse_build_commands 0:4 0:0: delete-buffer
1773577570.668452 cmd_parse_build_commands 0:0: delete-buffer
1773577570.668464 args_parse: flags end at 1 of 1
1773577570.668474 cmd_parse_build_commands: delete-buffer
1773577570.668485 args_parse_flags: next -N
1773577570.668496 args_parse_flag_argument: -N = Delete the most recent paste buffer
1773577570.668506 args_parse_flags: next -
1773577570.668517 args_parse: flags end at 3 of 5
1773577570.668527 args_parse: 3 = - (type STRING)
1773577570.668538 args_parse: 4 = delete-buffer (type COMMANDS)
1773577570.668552 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1773577570.668565 cmdq_get_command: [bind-key/0x5650cf061fc0] group 126
1773577570.668575 cmdq_append <global>: [bind-key/0x5650cf061fc0]
1773577570.668586 yylex_token: end at WS
1773577570.668596 yylex_token: bind
1773577570.668606 yylex_token: end at WS
1773577570.668615 yylex_token: -N
1773577570.668627 yylex_token: end at WS
1773577570.668637 yylex_token: Move the current window
1773577570.668647 yylex_token: end at WS
1773577570.668657 yylex_token: .
1773577570.668667 yylex_token: end at WS
1773577570.668677 yylex_token: command-prompt
1773577570.668687 yylex_token: end at WS
1773577570.668697 yylex_token: -T
1773577570.668707 yylex_token: end at WS
1773577570.668717 yylex_token: target
1773577570.668728 yylex_token: end at WS
1773577570.668739 yylex_token: move-window
1773577570.668749 yylex_token: end at WS
1773577570.668759 yylex_token: -t
1773577570.668769 yylex_token: end at WS
1773577570.668779 yylex_token: %%
1773577570.668791 cmd_parse_build_commands 0:0: bind
1773577570.668801 cmd_parse_build_commands 0:1: -N
1773577570.668811 cmd_parse_build_commands 0:2: Move the current window
1773577570.668822 cmd_parse_build_commands 0:3: .
1773577570.668832 cmd_parse_build_commands 0:4 0:0: command-prompt
1773577570.668842 cmd_parse_build_commands 0:4 0:1: -T
1773577570.668853 cmd_parse_build_commands 0:4 0:2: target
1773577570.668863 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1773577570.668874 cmd_parse_build_commands 0:4 0:3 0:1: -t
1773577570.668884 cmd_parse_build_commands 0:4 0:3 0:2: %%
1773577570.668902 cmd_parse_build_commands 0:0: command-prompt
1773577570.668915 cmd_parse_build_commands 0:1: -T
1773577570.668926 cmd_parse_build_commands 0:2: target
